,SPG,NNN,SLG,PTY,WELL,BXP,EPR,WPC,STOR,EXEL,GEO,VTR,HST,HTA
1/12/2015,188.6600037,39.04000092,120.5400009,13.93999958,64.80999756,126.6699982,56.27999878,62.66999817,23.04999924,5.760000229,19.94666672,53.95999908,16.85000038,26.62999916
2/12/2015,183.0200043,38.41999817,117.7200012,13.96000004,63.45000076,123.4800034,55.5,61.45999908,22.75,5.639999866,19.92666626,52.91999817,16.39999962,26.13999939
3/12/2015,181.6900024,37.86999893,116.2699966,13.80000019,62.70999908,122.3799973,54.88000107,60.38000107,22.44000053,5.360000134,19.52000046,52.08000183,15.98999977,25.75
4/12/2015,187.3600006,38.63999939,117.8199997,13.97999954,63.65000153,124.8399963,55.15999985,60.97999954,22.76000023,5.400000095,19.50666618,53.20000076,16.34000015,25.86000061
5/12/2015,,,,,,,,,,,,,,
6/12/2015,,,,,,,,,,,,,,
7/12/2015,187.8300018,38.66999817,115.9800034,13.93999958,64.15000153,125,55.40999985,60.99000168,22.94000053,5.159999847,19.16666603,53.81999969,15.90999985,25.79999924
8/12/2015,187.9600067,38.54000092,115.0800018,13.94999981,64.37999725,124.8600006,55.72000122,61.02999878,23,5.139999866,18.76666641,54.02000046,16,26.27000046
9/12/2015,187.25,38.16999817,115.1200027,13.84000015,64.16999817,123.5100021,56,60.52999878,22.89999962,4.809999943,18.61333275,53.81999969,15.86999989,26.38999939
10/12/2015,185.0299988,37.68999863,112.9800034,13.64999962,62.81000137,122.9199982,55.70000076,60.06000137,22.71999931,5.019999981,18.79333305,53.63000107,16.12999916,26
11/12/2015,184.6000061,37.63000107,111.8700027,13.28999996,63.20999908,123.2600021,55.52000046,59.11000061,22.67000008,4.789999962,18.76666641,54.38000107,15.81000042,26.18000031
12/12/2015,,,,,,,,,,,,,,
13/12/2015,,,,,,,,,,,,,,
14/12/2015,185.9700012,37.66999817,111.4499969,12.89000034,63.54000092,125.3399963,55.29999924,59.68000031,22.47999954,4.880000114,18.17333412,54.43000031,15.71000004,26.31999969
15/12/2015,189.6999969,38.40999985,112.6999969,13.01000023,64.61000061,127.0100021,56.29000092,59.93999863,22.45000076,4.889999866,18.20000076,54.47999954,15.86999989,26.37999916
16/12/2015,193.3399963,39.25,114.3099976,13.19999981,66.23999786,130.1499939,56.93999863,60.97000122,22.94000053,5.090000153,18.5933342,55.72000122,16.02000046,26.76000023
17/12/2015,193.4700012,39.31999969,112.75,13.35000038,66.01000214,130.0200043,57.40999985,60.97000122,22.95000076,5.03000021,17.99333382,54.81000137,15.75,26.81999969
18/12/2015,190.5200043,39.24000168,110.2200012,13.35000038,65.25,127.0800018,56.65000153,59.77000046,22.88999939,4.989999771,18.08666611,53.91999817,15.32999992,26.81999969
19/12/2015,,,,,,,,,,,,,,
20/12/2015,,,,,,,,,,,,,,
21/12/2015,191.8399963,39.25,110,13.44999981,65.45999908,127.0699997,57.15000153,59.50999832,22.80999947,4.980000019,17.67333412,54.04000092,15.19999981,26.65999985
22/12/2015,192.6000061,39.20999908,110.4400024,13.5,66.16000366,127.2399979,57.66999817,59.72000122,22.79000092,4.989999771,18.2733326,54.47000122,15.43000031,26.84000015
23/12/2015,194.0299988,39.40000153,113.1200027,13.36999989,67.02999878,128.9499969,58.09999847,60.09999847,23.04000092,5.510000229,18.88666725,55.40000153,15.96000004,26.93000031
24/12/2015,194.3500061,39.52999878,113.0500031,13.35000038,67.02999878,129.0099945,57.84999847,60.15000153,22.90999985,5.289999962,18.9066658,55.52000046,15.94999981,27.04000092
25/12/2015,,,,,,,,,,,,,,
26/12/2015,,,,,,,,,,,,,,
27/12/2015,,,,,,,,,,,,,,
28/12/2015,194.0800018,39.90000153,113.4499969,13.30000019,67.51999664,129.6199951,58.5,60.84000015,23.04000092,5.46999979,19.02000046,55.86000061,15.77999973,27
29/12/2015,195.7899933,40.22999954,114.0699997,13.30000019,68.51000214,129.8200073,58.90000153,60.06999969,23.29000092,5.710000038,19.31333351,56.50999832,15.93000031,27.12000084
30/12/2015,195.1600037,40.15000153,114.0299988,13.22000027,68.31999969,128.6000061,58.79999924,59.61999893,23.31999969,5.650000095,19.01333427,56.63000107,15.76000023,27.11000061
31/12/2015,194.4400024,40.04999924,112.9800034,13.34000015,68.02999878,127.5400009,58.45000076,59,23.20000076,5.639999866,19.2733326,56.43000031,15.34000015,26.96999931
1/01/2016,,,,,,,,,,,,,,
2/01/2016,,,,,,,,,,,,,,
3/01/2016,,,,,,,,,,,,,,
4/01/2016,192.3399963,39.56000137,110.0800018,13.77000046,68.38999939,124.1999969,58.18999863,58.95999908,22.76000023,5.489999771,19.18000031,56.74000168,15.15999985,26.54000092
5/01/2016,196.1699982,40.27999878,110.9199982,13.72000027,70.08999634,127.2600021,59.20000076,59.97000122,23.15999985,5.269999981,19.33333397,57.74000168,15.39000034,27.31999969
6/01/2016,195.6900024,40.36000061,109.25,13.75,69.94000244,127.2399979,59.59999847,60.54000092,22.98999977,5.289999962,19.32666588,57.20999908,15.06999969,27.29000092
7/01/2016,191.5599976,39.47000122,106.3899994,13.38000011,67.94000244,124.9800034,57.74000168,59.16999817,22.73999977,4.929999828,18.65333366,56.20999908,14.55000019,26.97999954
8/01/2016,186.1000061,39,104.2699966,13.27000046,68.08999634,121.4800034,56.43999863,58.13000107,22.70999908,4.889999866,18.0933342,56.25999832,14.51000023,27.20999908
9/01/2016,,,,,,,,,,,,,,
10/01/2016,,,,,,,,,,,,,,
11/01/2016,186.7100067,39.84999847,104.7099991,13.22000027,68.55000305,122.6800003,57.29999924,58.02000046,22.97999954,4.639999866,18.37333298,56.58000183,14.75,27.36000061
12/01/2016,185.5399933,39.72000122,102.9700012,13.07999992,68.02999878,121.0100021,57.02999878,57.65999985,23.03000069,4.559999943,18.37999916,55.88999939,14.32999992,27.06999969
13/01/2016,184.2700043,39.13999939,102.1500015,12.77000046,66.58000183,118.7300034,56.16999817,56.63000107,22.45000076,4.170000076,18.05999947,54.54000092,13.46000004,26.71999931
14/01/2016,185.6600037,39.11000061,101.8199997,12.68999958,66.38999939,119.8700027,57.75,56.83000183,22.45000076,4.480000019,18.39333344,54.63999939,13.77999973,26.69000053
15/01/2016,184.1699982,39.77000046,100.1399994,12.51000023,66.31999969,118.4499969,54.09000015,56.54000092,22.37999916,4.230000019,18.10666656,54.68999863,13.15999985,26.29999924
16/01/2016,,,,,,,,,,,,,,
17/01/2016,,,,,,,,,,,,,,
18/01/2016,,,,,,,,,,,,,,
19/01/2016,186.3999939,40.31999969,100.0599976,12.31000042,67.76999664,119.3300018,54.93000031,56.47999954,22.81999969,4.150000095,18.43333244,55.63000107,12.81999969,27.14999962
20/01/2016,180.6399994,39.45999908,96.62999725,12.14000034,64.51000214,115.8499985,54.50999832,54.99000168,22.54000092,4.5,18.01333427,52.91999817,12.82999992,26.78000069
21/01/2016,182.6999969,40.56000137,96.75,12.15999985,65.48000336,116.0400009,55.52999878,55.13999939,22.87999916,4.369999886,17.98666573,54,13.5,27.02000046
22/01/2016,187.3200073,41.61999893,102.1100006,12.48999977,67.75,119.1999969,56.74000168,57.06000137,23.68000031,4.590000153,18.47333336,55.5,13.80000019,27.85000038
23/01/2016,,,,,,,,,,,,,,
24/01/2016,,,,,,,,,,,,,,
25/01/2016,185.1499939,41.75999832,101.6600037,12.52000046,66.75,117.8099976,57.18999863,56.33000183,23.5,4.650000095,18.03333282,54.97999954,13.56999969,27.51000023
26/01/2016,190.1399994,42.75,103.1800003,12.86999989,66,120.3499985,58.66999817,58.15000153,23.75,4.650000095,18.97333336,55.93999863,13.86999989,27.89999962
27/01/2016,186.0399933,41.95000076,101.6699982,12.97000027,61.59999847,119.1399994,57.86999893,56.79999924,23.72999954,4.300000191,18.71333313,53.79000092,13.55000019,27.55999947
28/01/2016,186.7899933,41.75,93.41999817,13.14999962,60.43000031,115.4400024,58.43000031,56.97000122,24.38999939,4.179999828,18.73999977,53.79000092,13.18999958,27.11000061
29/01/2016,186.2799988,42.93999863,96.61000061,13.10000038,62.22000122,116.2099991,59.95000076,58.25,24.79000092,4.619999886,19.71999931,55.31999969,13.85000038,28.04000092
30/01/2016,,,,,,,,,,,,,,
31/01/2016,,,,,,,,,,,,,,
1/02/2016,187.9299927,43.43000031,92.97000122,13.22000027,62.83000183,116.3099976,60.31999969,58.45999908,25.21999931,4.550000191,19.5466671,55.47999954,13.71000004,28.12999916
2/02/2016,186.1100006,43.72999954,89.87999725,13.18000031,61.81000137,114.8199997,60.38000107,57.86000061,25.46999931,4.429999828,19.03333282,54.75999832,13.22999954,28.09000015
3/02/2016,188.3000031,43.97000122,89.06999969,13.14999962,63.65999985,114.6999969,61.86000061,58.38000107,25.31999969,4.429999828,19.36000061,56,13.64000034,28.28000069
4/02/2016,187.5800018,44.47000122,91.05000305,13.15999985,63.68999863,117.25,61.72999954,58.34999847,25.57999992,4.75,20.07333374,56.36999893,14.19999981,28.61000061
5/02/2016,183.9799957,43.75999832,87.75,12.94999981,63.11999893,115.0899963,61.56999969,57.72000122,25.39999962,4.539999962,19.34666634,56.31999969,14.14999962,28.38999939
6/02/2016,,,,,,,,,,,,,,
7/02/2016,,,,,,,,,,,,,,
8/02/2016,182.4799957,43.70999908,83.87999725,12.57999992,60.58000183,111.1399994,59.84999847,56.65999985,24.82999992,4.25,18.37999916,53.70999908,13.76000023,27.34000015
9/02/2016,178.9299927,44.49000168,81.19000244,12.40999985,55.74000168,108.9700012,59.56999969,55.90000153,25.15999985,4.239999771,18.29999924,50.08000183,13.85000038,26.54999924
10/02/2016,181.2100067,44.18000031,82.72000122,12.30000019,55.70999908,111.1900024,59.04999924,55.88999939,24.92000008,4.230000019,18.06666756,50,14.07999992,26.5
11/02/2016,181.4900055,45.29000092,80.54000092,12.02999973,53.68000031,108.1800003,59.18000031,51.86999893,24.98999977,4.199999809,17.38666725,48.72000122,13.88000011,26.62999916
12/02/2016,183.5299988,44.70000076,81.01000214,12.17000008,54.40000153,108.6100006,59.81999969,53,25.09000015,4.199999809,17.5466671,48.43000031,14.42000008,26.36000061
13/02/2016,,,,,,,,,,,,,,
14/02/2016,,,,,,,,,,,,,,
15/02/2016,,,,,,,,,,,,,,
16/02/2016,186.3500061,44.77999878,82.73000336,12.35000038,55.95999908,110.2900009,61.34999847,53.91999817,25.52000046,4.21999979,18.43333244,49.72000122,14.84000015,26.72999954
17/02/2016,187.1100006,44.77999878,83.69000244,12.68999958,56.52999878,111.9700012,61.52999878,54.31999969,25.5,4.409999847,19.26666641,50.47999954,14.97000027,26.5
18/02/2016,189.2599945,45.06000137,85.16999817,12.60000038,58.68000031,111.6200027,61.84000015,54.93000031,25.29999924,4.070000172,19.61333275,51.59999847,15.31999969,26.94000053
19/02/2016,189.4499969,45.15000153,87.31999969,12.60000038,59.20000076,112.4000015,62.09999847,54.88999939,25.51000023,4.090000153,18.66666603,52.18999863,15.06000042,27.12000084
20/02/2016,,,,,,,,,,,,,,
21/02/2016,,,,,,,,,,,,,,
22/02/2016,189.4299927,44.79999924,90.09999847,12.68000031,60.33000183,114.7600021,62.25,55.47000122,25.63999939,4.079999924,19.10666656,52.99000168,15.31999969,27.09000015
23/02/2016,189.6799927,44.33000183,88.63999939,12.65999985,60.66999817,114.3499985,61.86000061,55.20000076,24.82999992,3.880000114,18.73333359,53.40999985,14.96000004,27.14999962
24/02/2016,189.1699982,44.31000137,88.51000214,12.68999958,61.54000092,113.7200012,62,55.13000107,24.55999947,3.869999886,18.62666702,53.84999847,15.05000019,27.36000061
25/02/2016,191.9400024,45,90.04000092,12.93000031,62.66999817,115.1800003,63.81000137,56.79000092,24.85000038,3.819999933,18.94000053,55.08000183,15.51000023,27.76000023
26/02/2016,190.3999939,43.97000122,89.33999634,12.94999981,63.5,113.9000015,61.79999924,56.5,24.10000038,3.849999905,19.07333374,55.38999939,15.39000034,27.67000008
27/02/2016,,,,,,,,,,,,,,
28/02/2016,,,,,,,,,,,,,,
29/02/2016,189.7299957,43.97999954,88.18000031,12.94999981,63.77999878,114.1399994,62.22999954,56.68999863,24.14999962,3.640000105,19.36000061,55.66999817,15.31000042,27.80999947
1/03/2016,194.5599976,44.33000183,93.37000275,13.05000019,65.98000336,118.0599976,63.59000015,58.56000137,24.32999992,3.829999924,19.49333382,57.56999969,15.85000038,28.29999924
2/03/2016,195.2899933,44.38999939,94.30999756,13.15999985,66.93000031,118.0299988,63.45000076,58.08000183,24.31999969,3.869999886,19.97999954,58.40999985,15.94999981,28.45999908
3/03/2016,197.4100037,44.33000183,95.33000183,13.47000027,65.98999786,118.4000015,61.97999954,59.11999893,24.37000084,3.859999895,20.42666626,56.70999908,16.11000061,28.52000046
4/03/2016,198.5200043,43.56999969,94.98000336,13.67000008,66.19000244,118.5800018,61.65999985,59.41999817,24.12000084,4.110000134,19.61333275,56.75,16.48999977,28.27000046
5/03/2016,,,,,,,,,,,,,,
6/03/2016,,,,,,,,,,,,,,
7/03/2016,199.6499939,44.08000183,93.83999634,13.61999989,66.87000275,118.6500015,62.20999908,59.5,24.25,4.320000172,19.7266674,57.22999954,16.84000015,27.87000084
8/03/2016,197.6900024,44.11999893,91.09999847,13.52000046,65.86000061,117.0999985,62.31000137,58.88000107,24.43000031,3.869999886,19.19333267,56.45000076,16.27000046,27.85000038
9/03/2016,197.7700043,44.59000015,92.62999725,13.30000019,66.5,117.3399963,62.93000031,59.02999878,24.62999916,3.890000105,19.61333275,56.77999878,16.17000008,27.89999962
10/03/2016,198.0200043,44.25999832,92.54000092,13.18999958,65.12999725,117.1200027,62.5,58.79999924,24.64999962,3.819999933,19.5933342,57.27999878,16.04999924,28.06999969
11/03/2016,201.3099976,44.61999893,94.88999939,13.48999977,66.55000305,122.6999969,63.88999939,59.97999954,24.95000076,4.039999962,20.61333275,59.77999878,16.62999916,28.32999992
12/03/2016,,,,,,,,,,,,,,
13/03/2016,,,,,,,,,,,,,,
14/03/2016,199.0899963,44.54999924,94.30000305,13.42000008,66.52999878,122.7200012,63.84000015,60.08000183,24.98999977,4.21999979,20.47333336,60.52999878,16.87000084,28.34000015
15/03/2016,199.6399994,45.11000061,92.75,13.38000011,65.75,123.3700027,63.36000061,59.77999878,25.11000061,3.779999971,20.03333282,60.74000168,16.55999947,28.38999939
16/03/2016,200.5399933,45.47999954,95.25,13.38000011,66.55000305,125.3700027,64.51999664,60.27000046,25.54000092,3.690000057,20.74666595,61.08000183,16.90999985,28.67000008
17/03/2016,205.1300049,45.86999893,96.5,13.39000034,67.56999969,127,65.01999664,61.18000031,25.75,3.75999999,21.76000023,62.00999832,16.75,28.87000084
18/03/2016,204.9600067,45.65000153,94.75,13.36999989,67.13999939,126.6600037,64.75,61.34999847,25.89999962,3.869999886,22.15999985,61.84999847,16.96999931,28.63999939
19/03/2016,,,,,,,,,,,,,,
20/03/2016,,,,,,,,,,,,,,
21/03/2016,203,45.08000183,96.09999847,13.39999962,66.83999634,125.9499969,64.41999817,61.5,25.78000069,3.859999895,21.70666695,61.45000076,16.81999969,28.68000031
22/03/2016,202.3699951,45.47999954,96.16999817,13.38000011,66.73999786,125.3199997,64.44000244,61.70000076,25.76000023,4.090000153,21.86000061,61.54999924,16.47999954,28.65999985
23/03/2016,201.5,45.54000092,94.52999878,13.39000034,66.87999725,124.25,64.13999939,61.20000076,25.76000023,3.970000029,21.56666756,61.18999863,16.18000031,28.55999947
24/03/2016,201.4400024,45.75999832,94.26999664,13.31999969,66.95999908,123.8700027,64.72000122,61.43999863,25.80999947,4.039999962,21.87333298,60.95999908,16.18000031,28.80999947
25/03/2016,,,,,,,,,,,,,,
26/03/2016,,,,,,,,,,,,,,
27/03/2016,,,,,,,,,,,,,,
28/03/2016,203.0700073,45.95000076,94.19999695,13.25,67.65000153,124.9300003,65.11000061,61.75,25.56999969,3.75999999,22.0933342,61.83000183,16.34000015,28.71999931
29/03/2016,206.9400024,46.84000015,96.23999786,13.27999973,69.40000153,126.7699966,66.52999878,61.83000183,25.97999954,3.930000067,22.76666641,63.22000122,16.45999908,29.32999992
30/03/2016,205.7299957,46.45999908,95.86000061,13.35999966,68.87999725,126.7200012,66.12000275,61.5,25.70999908,3.900000095,22.95999908,62.95999908,16.45999908,28.92000008
31/03/2016,207.6900024,46.20000076,96.87999725,13.63000011,69.33999634,127.0800018,66.62000275,62.24000168,25.87999916,4,23.11333275,62.95999908,16.70000076,29.42000008
1/04/2016,209.1000061,46.25,96.66000366,13.68000031,69.16000366,127.2900009,65.84999847,61.79000092,25.57999992,4.050000191,23.04000092,63.22999954,16.05999947,29.51000023
2/04/2016,,,,,,,,,,,,,,
3/04/2016,,,,,,,,,,,,,,
4/04/2016,208.7599945,46.06000137,96.30999756,13.64000034,69.59999847,127.5,65.88999939,61.81999969,25.63999939,4.260000229,22.68000031,63.58000183,15.68000031,29.70999908
5/04/2016,207.0500031,46.27000046,95.51000214,13.61999989,69.41000366,127.0299988,65.79000092,61.22000122,25.86000061,4.260000229,22.48666573,63.54000092,15.43999958,29.52000046
6/04/2016,208.6600037,46.20999908,96.87000275,13.68000031,69.06999969,127.9000015,65.97000122,61.49000168,25.87999916,4.460000038,22.26666641,62.08000183,15.47999954,28.89999962
7/04/2016,206.7899933,46,95.65000153,13.56000042,68.76999664,126.2099991,65.61000061,60.63000107,25.92000008,4.260000229,22.12666702,62.38000107,15.28999996,28.85000038
8/04/2016,207.1000061,46.43000031,96.93000031,13.56999969,69.29000092,127.1200027,66.01000214,61,26.20000076,4.25,22.12000084,62.43999863,15.26000023,28.81999969
9/04/2016,,,,,,,,,,,,,,
10/04/2016,,,,,,,,,,,,,,
11/04/2016,206.6799927,46.34999847,97.84999847,13.53999996,69.55000305,126.9000015,66.23000336,60.83000183,26.48999977,4.300000191,22.76000023,62.86999893,15.52999973,28.90999985
12/04/2016,208.1100006,46.43999863,99.09999847,13.59000015,69.87999725,129.1999969,66.83000183,61.79000092,26.79000092,4.340000153,22.74666595,63.25999832,15.85999966,28.89999962
13/04/2016,207.6399994,45.91999817,98.90000153,13.56000042,69.63999939,128.3500061,66.73999786,61.47000122,26.62999916,4.409999847,22.7733326,63.43000031,16.10000038,28.77000046
14/04/2016,207.9499969,45.74000168,99.23000336,13.57999992,69.66999817,128.3200073,66.43000031,61.54999924,26.22999954,4.389999866,22.43333244,63.20999908,16.09000015,28.85000038
15/04/2016,207.8699951,46.04000092,100.4700012,13.56999969,69.80999756,129.5800018,66.43000031,62.36999893,26.39999962,4.349999905,22.37999916,63.15999985,16.20999908,29.04000092
16/04/2016,,,,,,,,,,,,,,
17/04/2016,,,,,,,,,,,,,,
18/04/2016,209.0700073,46.09000015,101.2099991,13.63000011,70.63999939,130.0099945,67.05999756,62.29000092,26.57999992,4.400000095,23.07999992,63.72999954,15.85999966,29.23999977
19/04/2016,208.2599945,46.24000168,102.3600006,13.71000004,71.33000183,131.1399994,67.01999664,62.33000183,26.95000076,4.289999962,22.57999992,63.93000031,15.85999966,29.31999969
20/04/2016,203.7200012,45,102.1200027,13.82999992,69.01999664,128.6799927,65.79000092,61.5,26.18000031,4.289999962,22.20666695,62.36999893,15.53999996,29.23999977
21/04/2016,199.2899933,43.65999985,105.1800003,13.81999969,66.62000275,127.9000015,64.44000244,60.34000015,25.19000053,4.519999981,21.7266674,59.68999863,15.59000015,28.10000038
22/04/2016,202.1399994,43.99000168,105.25,13.76000023,68.26999664,129.3999939,64.27999878,60.79999924,25.52000046,4.409999847,21.61333275,60.49000168,15.34000015,28.29999924
23/04/2016,,,,,,,,,,,,,,
24/04/2016,,,,,,,,,,,,,,
25/04/2016,203.6699982,44.68000031,105.9100037,13.78999996,69.30000305,130,65.38999939,61.74000168,25.89999962,4.659999847,21.55999947,61.36999893,15.27000046,28.77000046
26/04/2016,203.9499969,44.34999847,106.5899963,13.86999989,69.40000153,130.5500031,65.63999939,62.18000031,25.94000053,4.679999828,21.87333298,62.18999863,15.51000023,29.23999977
27/04/2016,204.5700073,44.24000168,106.25,13.85999966,69.80000305,130.6000061,65.16999817,61.74000168,25.89999962,4.559999943,22.05333328,62.50999832,15.93999958,29.13999939
28/04/2016,203.6600037,44.33000183,105.6399994,13.90999985,69.66000366,129.6499939,65.26000214,61.77000046,25.85000038,4.539999962,21.73333359,62.25999832,15.81999969,29.13999939
29/04/2016,201.1699982,43.75999832,105.0800018,13.88000011,69.41999817,128.8600006,65.87999725,61.09000015,25.67000008,4.610000134,21.35333252,62.11999893,15.81999969,28.88999939
30/04/2016,,,,,,,,,,,,,,
1/05/2016,,,,,,,,,,,,,,
2/05/2016,204.5200043,44.72999954,106.7200012,13.97999954,70.27999878,131.1100006,67.05999756,61.81000137,25.90999985,4.820000172,21.34666634,62.61999893,16.01000023,29.45999908
3/05/2016,204.9600067,45.29000092,105.1399994,13.98999977,71.84999847,129.9400024,67.08000183,61.59999847,26.12999916,4.670000076,21.5,63.43999863,16.11000061,29.62000084
4/05/2016,207.6199951,46.43999863,105.2300034,14.03999996,74.37999725,130.5800018,69.19999695,62.47999954,26.59000015,4.329999924,21.68666649,65.44999695,16.15999985,29.89999962
5/05/2016,208.4400024,46.63000107,104.7099991,14.10999966,73.73000336,130.8600006,68.91000366,61.86000061,26.45999908,4.690000057,22.23999977,65.86000061,16.18000031,29.96999931
6/05/2016,210.8200073,47.15999985,104.9100037,14.10999966,73.56999969,130.8999939,70.48999786,63,26.43000031,4.789999962,21.89333344,66.09999847,16.36000061,30.39999962
7/05/2016,,,,,,,,,,,,,,
8/05/2016,,,,,,,,,,,,,,
9/05/2016,213.0399933,47.65000153,105.6100006,14.10000038,74.69999695,132.2700043,70.86000061,63.88999939,26.61000061,4.949999809,21.89333344,66.66000366,16.40999985,30.68000031
10/05/2016,213.9199982,47.38999939,106.4199982,14.02000046,73.02999878,133.1300049,71.5,63.81999969,26.52000046,5.039999962,22.01333427,66.90000153,16.67000008,30.45999908
11/05/2016,203.2400055,46.59999847,104.5999985,14,71.05999756,130.8999939,70.93000031,63.11000061,26.28000069,4.889999866,21.83333397,65.61000061,16.06999969,29.90999985
12/05/2016,204.0399933,47.36000061,104.0999985,13.98999977,72.08999634,131.3800049,71.77999878,63.93000031,26.35000038,5.190000057,21.81333351,66.72000122,15.89000034,30.45999908
13/05/2016,196.4900055,46.77999878,101.9899979,13.98999977,71.76999664,130.0599976,70.86000061,63.34000015,25.95000076,5.610000134,21.73333359,66.76000214,15.60999966,30.27000046
14/05/2016,,,,,,,,,,,,,,
15/05/2016,,,,,,,,,,,,,,
16/05/2016,199.3800049,46.95000076,102.7300034,14.13000011,72.63999939,130.8099976,71.65000153,64.36000061,26.23999977,5.489999771,21.67333412,67.23000336,15.63000011,30.76000023
17/05/2016,195.4700012,45.68999863,101.0400009,14.18999958,71.61000061,130.3899994,70.26000214,63.02999878,25.72999954,5.239999771,20.91333389,66.37000275,15.48999977,30.06999969
18/05/2016,193.4900055,44.90000153,99.29000092,13.96000004,69.36000061,127.25,69.44000244,62.41999817,25.48999977,5.349999905,20.7733326,65.37999725,15,29.57999992
19/05/2016,193.8500061,44.29999924,98.33000183,13.69999981,68.40000153,123.7099991,69.12999725,62.04999924,25.04999924,5.369999886,20.81333351,64.91000366,14.65999985,29.22999954
20/05/2016,195.1300049,44.15000153,99.33999634,14.01000023,68.55000305,124.3899994,69.76000214,62.68999863,25.05999947,5.559999943,21.05333328,65.29000092,14.57999992,29.29000092
21/05/2016,,,,,,,,,,,,,,
22/05/2016,,,,,,,,,,,,,,
23/05/2016,195.75,44.29999924,99.69000244,14.02999973,68.31999969,124.4400024,69.81999969,63.04000092,25.27000046,6,21.11333275,65.5,14.77999973,29.70999908
24/05/2016,197.6300049,44.5,100.0899963,14.17000008,68.69000244,125.8600006,70.87000275,64.11000061,25.38999939,6.150000095,21.66666603,66.01000214,15.06999969,29.96999931
25/05/2016,196.0899963,44.66999817,100.3899994,14.25,68.61000061,125.2600021,70.69999695,63.75,25.31999969,6.230000019,21.60666656,66.01000214,15.35000038,29.82999992
26/05/2016,197.1300049,44.65999985,100.3700027,14.18000031,68.93000031,124.8000031,70.66999817,64.08000183,25.37000084,6.300000191,22.12000084,65.98999786,15.19999981,30.03000069
27/05/2016,197.7700043,44.79000092,100.5800018,14.25,69.26999664,125.4100037,71.06999969,64.26999664,25.69000053,6.340000153,22.18000031,66.30999756,15.30000019,30.25
28/05/2016,,,,,,,,,,,,,,
29/05/2016,,,,,,,,,,,,,,
30/05/2016,,,,,,,,,,,,,,
31/05/2016,197.6399994,45.33000183,101.3600006,14.25,68.91000366,125.6299973,71.27999878,64.11000061,25.53000069,6.489999771,22.17333412,66.33000183,15.39999962,30.18000031
1/06/2016,198.2599945,45.70000076,101.4300003,14.25,68.98999786,127.1100006,71.16000366,64.98000336,25.51000023,6.480000019,22.19333267,66.58000183,15.43999958,30.29000092
2/06/2016,197.3999939,45.93000031,102.0599976,14.35000038,69.47000122,127.2600021,71.55999756,65.18000031,25.79999924,6.760000229,22.28000069,65.98999786,15.77000046,30.31999969
3/06/2016,199.4900055,46.81999969,101.5299988,14.52000046,71.31999969,127.7799988,72.29000092,65.69999695,26.21999931,6.590000153,22.42000008,67.27999878,15.64999962,30.78000069
4/06/2016,,,,,,,,,,,,,,
5/06/2016,,,,,,,,,,,,,,
6/06/2016,198.6699982,46.93000031,100.4400024,14.47000027,69.81999969,127.0599976,72,65.58999634,26.29999924,7.329999924,22.44000053,66.76999664,15.68000031,30.20999908
7/06/2016,199.5099945,47.33000183,100.7900009,14.5,70.70999908,127.8899994,72.51999664,66.06999969,26.46999931,7.119999886,22.44000053,67.62999725,15.73999977,30.37000084
8/06/2016,201.4499969,47.45000076,101.3000031,14.44999981,71.80999756,128.0700073,73.19000244,67.40000153,26.54999924,7.260000229,22.53333282,67.81999969,15.68999958,30.63999939
9/06/2016,201.6499939,47.91999817,101.4800034,14.26000023,72.15000153,128.9799957,74.56999969,67.61000061,26.78000069,7.369999886,22.62000084,68.41999817,15.59000015,31.20999908
10/06/2016,200.2599945,47.88999939,99.97000122,14.23999977,72.13999939,128.2299957,74.41999817,67.61000061,26.68000031,7.380000114,22.4066658,68.58000183,15.39999962,31.37000084
11/06/2016,,,,,,,,,,,,,,
12/06/2016,,,,,,,,,,,,,,
13/06/2016,201.7299957,47.59999847,99.45999908,14.09000015,72.70999908,127.1200027,74.18000031,67.58000183,26.45999908,7.380000114,22.07333374,69.33999634,15.38000011,31.38999939
14/06/2016,202.8200073,47.40999985,98.41999817,13.81000042,72.91000366,126.2200012,74.13999939,67,26.60000038,7.329999924,21.84666634,68.61000061,15.53999996,31.20000076
15/06/2016,204.2200012,47.52000046,99.73000336,14.03999996,73.5,126.6900024,74.51000214,67.30000305,26.86000061,7.380000114,21.86000061,69.30999756,15.97999954,31.5
16/06/2016,206.2100067,47.81999969,99.86000061,13.93999958,73.87000275,126.5599976,74.87000275,67.69999695,27.13999939,7.550000191,21.82666588,69.87999725,16.04000092,31.57999992
17/06/2016,205.8899994,47.11999893,100.3199997,13.96000004,74.25,126.6900024,74.47000122,67.62000275,26.95000076,7.599999905,21.89333344,69.80999756,16.44000053,31.53000069
18/06/2016,,,,,,,,,,,,,,
19/06/2016,,,,,,,,,,,,,,
20/06/2016,206.9600067,47,102.25,14.09000015,73.29000092,126.8499985,74.26000214,67.90000153,26.87999916,7.659999847,22.18666649,69.12000275,16.54999924,31.29999924
21/06/2016,208.4299927,47.22000122,102.1900024,14.06999969,73.43000031,127.5899963,74.98000336,68.30000305,27.15999985,7.670000076,22.23333359,69.87999725,16.64999962,31.45999908
22/06/2016,208.5899963,47.09000015,102.5800018,14.02000046,72.37000275,128.1699982,74.84999847,68.5,27.19000053,7.739999771,22.23999977,68.97000122,16.79999924,31.12000084
